"meter_id","read_ts","consumption_gallons"
"M00012","2025-05-26 06:00:00",25.57
"M00012","2025-05-26 07:00:00",111.82
"M00012","2025-05-26 08:00:00",59.62
"M00012","2025-05-26 09:00:00",92.62
"M00012","2025-05-26 10:00:00",83.37
"M00012","2025-05-26 11:00:00",207.01
"M00012","2025-05-26 12:00:00",141.5
"M00012","2025-05-26 13:00:00",94.69
"M00012","2025-05-26 14:00:00",269.08
"M00012","2025-05-26 15:00:00",104.15
"M00012","2025-05-26 16:00:00",57.48
"M00012","2025-05-26 17:00:00",101.6
"M00012","2025-05-26 18:00:00",32.52
"M00012","2025-05-26 19:00:00",7.92
"M00012","2025-05-26 20:00:00",29.77
"M00012","2025-05-26 21:00:00",33.76
"M00012","2025-05-26 22:00:00",21.83
"M00012","2025-05-26 23:00:00",17.58
"M00012","2025-05-27 00:00:00",15.77
"M00012","2025-05-27 01:00:00",21.34
"M00012","2025-05-27 02:00:00",0
"M00012","2025-05-27 03:00:00",12.68
"M00012","2025-05-27 04:00:00",12.07
"M00012","2025-05-27 05:00:00",32.48
"M00012","2025-05-27 06:00:00",56.07
"M00012","2025-05-27 07:00:00",32.32
"M00012","2025-05-27 08:00:00",61.13
"M00012","2025-05-27 09:00:00",122.95
"M00012","2025-05-27 10:00:00",162.11
"M00012","2025-05-27 11:00:00",90.75
"M00012","2025-05-27 12:00:00",223.4
"M00012","2025-05-27 13:00:00",177.93
"M00012","2025-05-27 14:00:00",85.03
"M00012","2025-05-27 15:00:00",317.75
"M00012","2025-05-27 16:00:00",128.2
"M00012","2025-05-27 17:00:00",26.54
"M00012","2025-05-27 18:00:00",49.75
"M00012","2025-05-27 19:00:00",19.54
"M00012","2025-05-27 20:00:00",33.72
"M00012","2025-05-27 21:00:00",22.31
"M00012","2025-05-27 22:00:00",37.66
"M00012","2025-05-27 23:00:00",7.39
"M00012","2025-05-28 00:00:00",13.45
"M00012","2025-05-28 01:00:00",13.9
"M00012","2025-05-28 02:00:00",4.91
"M00012","2025-05-28 03:00:00",0
"M00012","2025-05-28 04:00:00",16.41
"M00012","2025-05-28 05:00:00",43.26
"M00012","2025-05-28 06:00:00",36.53
"M00012","2025-05-28 07:00:00",100.57
"M00012","2025-05-28 08:00:00",111.49
"M00012","2025-05-28 09:00:00",141.93
"M00012","2025-05-28 10:00:00",72.33
"M00012","2025-05-28 11:00:00",95.59
"M00012","2025-05-28 12:00:00",85.87
"M00012","2025-05-28 13:00:00",79.89
"M00012","2025-05-28 14:00:00",94.34
"M00012","2025-05-28 15:00:00",93.92
"M00012","2025-05-28 16:00:00",136.56
"M00012","2025-05-28 17:00:00",52
"M00012","2025-05-28 18:00:00",59.93
"M00012","2025-05-28 19:00:00",42.84
"M00012","2025-05-28 20:00:00",37.78
"M00012","2025-05-28 21:00:00",16.39
"M00012","2025-05-28 22:00:00",30.38
"M00012","2025-05-28 23:00:00",8.38
"M00012","2025-05-29 00:00:00",12.53
"M00012","2025-05-29 01:00:00",0
"M00012","2025-05-29 02:00:00",0
"M00012","2025-05-29 03:00:00",24.18
"M00012","2025-05-29 04:00:00",21.72
"M00012","2025-05-29 05:00:00",35.33
"M00012","2025-05-29 06:00:00",90.91
"M00012","2025-05-29 07:00:00",108.71
"M00012","2025-05-29 08:00:00",125.57
"M00012","2025-05-29 09:00:00",169.08
"M00012","2025-05-29 10:00:00",155.34
"M00012","2025-05-29 11:00:00",97.97
"M00012","2025-05-29 12:00:00",80.2
"M00012","2025-05-29 13:00:00",89.01
"M00012","2025-05-29 14:00:00",77.76
"M00012","2025-05-29 15:00:00",54.54
"M00012","2025-05-29 16:00:00",103.18
"M00012","2025-05-29 17:00:00",62.78
"M00012","2025-05-29 18:00:00",37.71
"M00012","2025-05-29 19:00:00",20.13
"M00012","2025-05-29 20:00:00",18.5
"M00012","2025-05-29 21:00:00",24.51
"M00012","2025-05-29 22:00:00",0
"M00012","2025-05-29 23:00:00",0
"M00012","2025-05-30 00:00:00",14.01
"M00012","2025-05-30 01:00:00",6.59
"M00012","2025-05-30 02:00:00",33.61
"M00012","2025-05-30 03:00:00",16.22
"M00012","2025-05-30 04:00:00",8.5
"M00012","2025-05-30 05:00:00",76.03
"M00012","2025-05-30 06:00:00",60.39
"M00012","2025-05-30 07:00:00",31.28
"M00012","2025-05-30 08:00:00",95.18
"M00012","2025-05-30 09:00:00",123.25
"M00012","2025-05-30 10:00:00",111.01
"M00012","2025-05-30 11:00:00",58.8
"M00012","2025-05-30 12:00:00",222.16
"M00012","2025-05-30 13:00:00",103.65
"M00012","2025-05-30 14:00:00",58.89
"M00012","2025-05-30 15:00:00",105.65
"M00012","2025-05-30 16:00:00",176.96
"M00012","2025-05-30 17:00:00",70.69
"M00012","2025-05-30 18:00:00",19.81
"M00012","2025-05-30 19:00:00",38.75
"M00012","2025-05-30 20:00:00",53.68
"M00012","2025-05-30 21:00:00",0
"M00012","2025-05-30 22:00:00",19.88
"M00012","2025-05-30 23:00:00",7.21
"M00012","2025-05-31 00:00:00",29.19
"M00012","2025-05-31 01:00:00",24.1
"M00012","2025-05-31 02:00:00",38.37
"M00012","2025-05-31 03:00:00",16.25
"M00012","2025-05-31 04:00:00",10.45
"M00012","2025-05-31 05:00:00",71.93
"M00012","2025-05-31 06:00:00",75.41
"M00012","2025-05-31 07:00:00",82.04
"M00012","2025-05-31 08:00:00",66.9
"M00012","2025-05-31 09:00:00",126.86
"M00012","2025-05-31 10:00:00",167.86
"M00012","2025-05-31 11:00:00",175.21
"M00012","2025-05-31 12:00:00",102.44
"M00012","2025-05-31 13:00:00",121.36
"M00012","2025-05-31 14:00:00",158.21
"M00012","2025-05-31 15:00:00",112.84
"M00012","2025-05-31 16:00:00",221.42
"M00012","2025-05-31 17:00:00",97.86
"M00012","2025-05-31 18:00:00",29.09
"M00012","2025-05-31 19:00:00",35.87
"M00012","2025-05-31 20:00:00",49.42
"M00012","2025-05-31 21:00:00",7.83
"M00012","2025-05-31 22:00:00",10.49
"M00012","2025-05-31 23:00:00",7.03
"M00012","2025-06-01 00:00:00",11.54
"M00012","2025-06-01 01:00:00",29.78
"M00012","2025-06-01 02:00:00",24.13
"M00012","2025-06-01 03:00:00",17.23
"M00012","2025-06-01 04:00:00",45.41
"M00012","2025-06-01 05:00:00",13.02
"M00012","2025-06-01 06:00:00",26.23
"M00012","2025-06-01 07:00:00",91.12
"M00012","2025-06-01 08:00:00",207.56
"M00012","2025-06-01 09:00:00",402.3
"M00012","2025-06-01 10:00:00",97.51
"M00012","2025-06-01 11:00:00",155.74
"M00012","2025-06-01 12:00:00",130.23
"M00012","2025-06-01 13:00:00",132.23
"M00012","2025-06-01 14:00:00",193.74
"M00012","2025-06-01 15:00:00",156.36
"M00012","2025-06-01 16:00:00",96.25
"M00012","2025-06-01 17:00:00",172.46
"M00012","2025-06-01 18:00:00",37.06
"M00012","2025-06-01 19:00:00",44.38
"M00012","2025-06-01 20:00:00",70.96
"M00012","2025-06-01 21:00:00",12.72
"M00012","2025-06-01 22:00:00",5.65
"M00012","2025-06-01 23:00:00",10.32
"M00012","2025-06-02 00:00:00",31.25
"M00012","2025-06-02 01:00:00",0
"M00012","2025-06-02 02:00:00",0
"M00012","2025-06-02 03:00:00",7.51
"M00012","2025-06-02 04:00:00",14.36
"M00012","2025-06-02 05:00:00",26.43
"M00012","2025-06-02 06:00:00",59.99
"M00012","2025-06-02 07:00:00",128.86
"M00012","2025-06-02 08:00:00",57.33
"M00012","2025-06-02 09:00:00",110.44
"M00012","2025-06-02 10:00:00",54.44
"M00012","2025-06-02 11:00:00",104.63
"M00012","2025-06-02 12:00:00",79.28
"M00012","2025-06-02 13:00:00",91.58
"M00012","2025-06-02 14:00:00",77.27
"M00012","2025-06-02 15:00:00",86.13
"M00012","2025-06-02 16:00:00",79.84
"M00012","2025-06-02 17:00:00",65.22
"M00012","2025-06-02 18:00:00",132.77
"M00012","2025-06-02 19:00:00",55.91
"M00012","2025-06-02 20:00:00",31.99
"M00012","2025-06-02 21:00:00",9.9
"M00012","2025-06-02 22:00:00",0
"M00012","2025-06-02 23:00:00",6.84
"M00012","2025-06-03 00:00:00",24.23
"M00012","2025-06-03 01:00:00",0
"M00012","2025-06-03 02:00:00",27.63
"M00012","2025-06-03 03:00:00",7.83
"M00012","2025-06-03 04:00:00",20.83
"M00012","2025-06-03 05:00:00",24.16
"M00012","2025-06-03 06:00:00",52.67
"M00012","2025-06-03 07:00:00",81.08
"M00012","2025-06-03 08:00:00",102.77
"M00012","2025-06-03 09:00:00",148.27
"M00012","2025-06-03 10:00:00",170.21
"M00012","2025-06-03 11:00:00",173.83
"M00012","2025-06-03 12:00:00",90.84
"M00012","2025-06-03 13:00:00",119.79
"M00012","2025-06-03 14:00:00",162.33
"M00012","2025-06-03 15:00:00",65.29
"M00012","2025-06-03 16:00:00",87.23
"M00012","2025-06-03 17:00:00",54.01
"M00012","2025-06-03 18:00:00",47.75
"M00012","2025-06-03 19:00:00",50.78
"M00012","2025-06-03 20:00:00",25.3
"M00012","2025-06-03 21:00:00",41.12
"M00012","2025-06-03 22:00:00",19.98
"M00012","2025-06-03 23:00:00",14.91
"M00012","2025-06-04 00:00:00",33.52
"M00012","2025-06-04 01:00:00",25.27
"M00012","2025-06-04 02:00:00",7.51
"M00012","2025-06-04 03:00:00",19.23
"M00012","2025-06-04 04:00:00",17.03
"M00012","2025-06-04 05:00:00",96.73
"M00012","2025-06-04 06:00:00",83.62
"M00012","2025-06-04 07:00:00",75.78
"M00012","2025-06-04 08:00:00",82
"M00012","2025-06-04 09:00:00",139.03
"M00012","2025-06-04 10:00:00",142.36
"M00012","2025-06-04 11:00:00",86.32
"M00012","2025-06-04 12:00:00",126.9
"M00012","2025-06-04 13:00:00",102.51
"M00012","2025-06-04 14:00:00",58.36
"M00012","2025-06-04 15:00:00",87.53
"M00012","2025-06-04 16:00:00",44.31
"M00012","2025-06-04 17:00:00",61.53
"M00012","2025-06-04 18:00:00",93.08
"M00012","2025-06-04 19:00:00",18.93
"M00012","2025-06-04 20:00:00",20.29
"M00012","2025-06-04 21:00:00",37.71
"M00012","2025-06-04 22:00:00",30.31
"M00012","2025-06-04 23:00:00",34.89
"M00012","2025-06-05 00:00:00",16.57
"M00012","2025-06-05 01:00:00",22.92
"M00012","2025-06-05 02:00:00",12.78
"M00012","2025-06-05 03:00:00",32.58
"M00012","2025-06-05 04:00:00",14.51
"M00012","2025-06-05 05:00:00",17.76
"M00012","2025-06-05 06:00:00",52.42
"M00012","2025-06-05 07:00:00",177.72
"M00012","2025-06-05 08:00:00",86.91
"M00012","2025-06-05 09:00:00",104.53
"M00012","2025-06-05 10:00:00",165.12
"M00012","2025-06-05 11:00:00",75.04
"M00012","2025-06-05 12:00:00",125.39
"M00012","2025-06-05 13:00:00",119.83
"M00012","2025-06-05 14:00:00",111.45
"M00012","2025-06-05 15:00:00",86.72
"M00012","2025-06-05 16:00:00",87.63
"M00012","2025-06-05 17:00:00",203.41
"M00012","2025-06-05 18:00:00",53.19
"M00012","2025-06-05 19:00:00",14.85
"M00012","2025-06-05 20:00:00",12.17
"M00012","2025-06-05 21:00:00",42.72
"M00012","2025-06-05 22:00:00",20.32
"M00012","2025-06-05 23:00:00",5.26
"M00012","2025-06-06 00:00:00",21.67
"M00012","2025-06-06 01:00:00",23.87
"M00012","2025-06-06 02:00:00",7.08
"M00012","2025-06-06 03:00:00",24.01
"M00012","2025-06-06 04:00:00",0
"M00012","2025-06-06 05:00:00",35.98
"M00012","2025-06-06 06:00:00",19.39
"M00012","2025-06-06 07:00:00",74.56
"M00012","2025-06-06 08:00:00",121.07
"M00012","2025-06-06 09:00:00",112.18
"M00012","2025-06-06 10:00:00",101.06
"M00012","2025-06-06 11:00:00",100.18
"M00012","2025-06-06 12:00:00",136.69
"M00012","2025-06-06 13:00:00",203.69
"M00012","2025-06-06 14:00:00",63.59
"M00012","2025-06-06 15:00:00",124.22
"M00012","2025-06-06 16:00:00",106.31
"M00012","2025-06-06 17:00:00",26.14
"M00012","2025-06-06 18:00:00",89.71
"M00012","2025-06-06 19:00:00",36.5
"M00012","2025-06-06 20:00:00",18.03
"M00012","2025-06-06 21:00:00",26.94
"M00012","2025-06-06 22:00:00",28.58
"M00012","2025-06-06 23:00:00",22.49
"M00012","2025-06-07 00:00:00",0
"M00012","2025-06-07 01:00:00",48.48
"M00012","2025-06-07 02:00:00",27.13
"M00012","2025-06-07 03:00:00",25.61
"M00012","2025-06-07 04:00:00",27.22
"M00012","2025-06-07 05:00:00",91.24
"M00012","2025-06-07 06:00:00",37.6
"M00012","2025-06-07 07:00:00",172.38
"M00012","2025-06-07 08:00:00",148.91
"M00012","2025-06-07 09:00:00",127.35
"M00012","2025-06-07 10:00:00",194.74
"M00012","2025-06-07 11:00:00",90.31
"M00012","2025-06-07 12:00:00",186.01
"M00012","2025-06-07 13:00:00",180.96
"M00012","2025-06-07 14:00:00",157.86
"M00012","2025-06-07 15:00:00",73.21
"M00012","2025-06-07 16:00:00",128.22
"M00012","2025-06-07 17:00:00",163.93
"M00012","2025-06-07 18:00:00",37.14
"M00012","2025-06-07 19:00:00",27.64
"M00012","2025-06-07 20:00:00",0
"M00012","2025-06-07 21:00:00",55.79
"M00012","2025-06-07 22:00:00",14.91
"M00012","2025-06-07 23:00:00",12.65
"M00012","2025-06-08 00:00:00",24.28
"M00012","2025-06-08 01:00:00",37.37
"M00012","2025-06-08 02:00:00",31.72
"M00012","2025-06-08 03:00:00",6.81
"M00012","2025-06-08 04:00:00",16.8
"M00012","2025-06-08 05:00:00",81.09
"M00012","2025-06-08 06:00:00",130.66
"M00012","2025-06-08 07:00:00",102.3
"M00012","2025-06-08 08:00:00",58.86
"M00012","2025-06-08 09:00:00",175.92
"M00012","2025-06-08 10:00:00",145.93
"M00012","2025-06-08 11:00:00",140.78
"M00012","2025-06-08 12:00:00",265.37
"M00012","2025-06-08 13:00:00",89.26
"M00012","2025-06-08 14:00:00",112.44
"M00012","2025-06-08 15:00:00",86.41
"M00012","2025-06-08 16:00:00",69.2
"M00012","2025-06-08 17:00:00",79.71
"M00012","2025-06-08 18:00:00",53.44
"M00012","2025-06-08 19:00:00",30.96
"M00012","2025-06-08 20:00:00",12.04
"M00012","2025-06-08 21:00:00",0
"M00012","2025-06-08 22:00:00",14.66
"M00012","2025-06-08 23:00:00",27.47
"M00012","2025-06-09 00:00:00",9.34
"M00012","2025-06-09 01:00:00",0
"M00012","2025-06-09 02:00:00",10.94
"M00012","2025-06-09 03:00:00",23.38
"M00012","2025-06-09 04:00:00",12.86
"M00012","2025-06-09 05:00:00",46.48
"M00012","2025-06-09 06:00:00",31.91
"M00012","2025-06-09 07:00:00",219.73
"M00012","2025-06-09 08:00:00",149.53
"M00012","2025-06-09 09:00:00",147.86
"M00012","2025-06-09 10:00:00",156.28
"M00012","2025-06-09 11:00:00",123.25
"M00012","2025-06-09 12:00:00",181.1
"M00012","2025-06-09 13:00:00",195.6
"M00012","2025-06-09 14:00:00",75.57
"M00012","2025-06-09 15:00:00",62.35
"M00012","2025-06-09 16:00:00",65.48
"M00012","2025-06-09 17:00:00",101.49
"M00012","2025-06-09 18:00:00",33.52
"M00012","2025-06-09 19:00:00",28.04
"M00012","2025-06-09 20:00:00",21.01
"M00012","2025-06-09 21:00:00",48.41
"M00012","2025-06-09 22:00:00",41.18
"M00012","2025-06-09 23:00:00",15.06
"M00012","2025-06-10 00:00:00",14.35
"M00012","2025-06-10 01:00:00",10.85
"M00012","2025-06-10 02:00:00",9.89
"M00012","2025-06-10 03:00:00",16.55
"M00012","2025-06-10 04:00:00",46.86
"M00012","2025-06-10 05:00:00",51.25
"M00012","2025-06-10 06:00:00",82.58
"M00012","2025-06-10 07:00:00",189.02
"M00012","2025-06-10 08:00:00",116.03
"M00012","2025-06-10 09:00:00",170.59
"M00012","2025-06-10 10:00:00",123.14
"M00012","2025-06-10 11:00:00",109.94
"M00012","2025-06-10 12:00:00",226.24
"M00012","2025-06-10 13:00:00",116.43
"M00012","2025-06-10 14:00:00",72.92
"M00012","2025-06-10 15:00:00",82
"M00012","2025-06-10 16:00:00",223.74
"M00012","2025-06-10 17:00:00",51.78
"M00012","2025-06-10 18:00:00",117.6
"M00012","2025-06-10 19:00:00",30.74
"M00012","2025-06-10 20:00:00",22.67
"M00012","2025-06-10 21:00:00",40.43
"M00012","2025-06-10 22:00:00",0
"M00012","2025-06-10 23:00:00",24.29
"M00012","2025-06-11 00:00:00",8.07
"M00012","2025-06-11 01:00:00",0
"M00012","2025-06-11 02:00:00",10.39
"M00012","2025-06-11 03:00:00",25.06
"M00012","2025-06-11 04:00:00",74.16
"M00012","2025-06-11 05:00:00",12.52
"M00012","2025-06-11 06:00:00",155.68
"M00012","2025-06-11 07:00:00",72.45
"M00012","2025-06-11 08:00:00",150.14
"M00012","2025-06-11 09:00:00",122.71
"M00012","2025-06-11 10:00:00",92.2
"M00012","2025-06-11 11:00:00",193.74
"M00012","2025-06-11 12:00:00",158.1
"M00012","2025-06-11 13:00:00",130.67
"M00012","2025-06-11 14:00:00",175.32
"M00012","2025-06-11 15:00:00",48.34
"M00012","2025-06-11 16:00:00",152.87
"M00012","2025-06-11 17:00:00",82.35
"M00012","2025-06-11 18:00:00",44.8
"M00012","2025-06-11 19:00:00",72.86
"M00012","2025-06-11 20:00:00",116.71
"M00012","2025-06-11 21:00:00",12.33
"M00012","2025-06-11 22:00:00",18.47
"M00012","2025-06-11 23:00:00",17.01
"M00012","2025-06-12 00:00:00",0
"M00012","2025-06-12 01:00:00",38.37
"M00012","2025-06-12 02:00:00",14.57
"M00012","2025-06-12 03:00:00",48.55
"M00012","2025-06-12 04:00:00",7.64
"M00012","2025-06-12 05:00:00",67.95
"M00012","2025-06-12 06:00:00",65.12
"M00012","2025-06-12 07:00:00",121.23
"M00012","2025-06-12 08:00:00",226.36
"M00012","2025-06-12 09:00:00",116.31
"M00012","2025-06-12 10:00:00",170.6
"M00012","2025-06-12 11:00:00",121.78
"M00012","2025-06-12 12:00:00",78.9
"M00012","2025-06-12 13:00:00",84.31
"M00012","2025-06-12 14:00:00",197.97
"M00012","2025-06-12 15:00:00",125.46
"M00012","2025-06-12 16:00:00",119.93
"M00012","2025-06-12 17:00:00",47.22
"M00012","2025-06-12 18:00:00",47.67
"M00012","2025-06-12 19:00:00",56.49
"M00012","2025-06-12 20:00:00",43.01
"M00012","2025-06-12 21:00:00",19.85
"M00012","2025-06-12 22:00:00",47.91
"M00012","2025-06-12 23:00:00",8.81
"M00012","2025-06-13 00:00:00",45.59
"M00012","2025-06-13 01:00:00",17.37
"M00012","2025-06-13 02:00:00",0
"M00012","2025-06-13 03:00:00",6.17
"M00012","2025-06-13 04:00:00",21.64
"M00012","2025-06-13 05:00:00",18.32
"M00012","2025-06-13 06:00:00",62.96
"M00012","2025-06-13 07:00:00",144.54
"M00012","2025-06-13 08:00:00",81.45
"M00012","2025-06-13 09:00:00",166.95
"M00012","2025-06-13 10:00:00",122.63
"M00012","2025-06-13 11:00:00",200.3
"M00012","2025-06-13 12:00:00",166.08
"M00012","2025-06-13 13:00:00",110.02
"M00012","2025-06-13 14:00:00",211.1
"M00012","2025-06-13 15:00:00",154.32
"M00012","2025-06-13 16:00:00",82.54
"M00012","2025-06-13 17:00:00",88.41
"M00012","2025-06-13 18:00:00",148.17
"M00012","2025-06-13 19:00:00",32.52
"M00012","2025-06-13 20:00:00",31.21
"M00012","2025-06-13 21:00:00",22.76
"M00012","2025-06-13 22:00:00",12.93
"M00012","2025-06-13 23:00:00",0
"M00012","2025-06-14 00:00:00",24.82
"M00012","2025-06-14 01:00:00",23.3
"M00012","2025-06-14 02:00:00",66.2
"M00012","2025-06-14 03:00:00",48.37
"M00012","2025-06-14 04:00:00",29.12
"M00012","2025-06-14 05:00:00",56.08
"M00012","2025-06-14 06:00:00",39.12
"M00012","2025-06-14 07:00:00",119.69
"M00012","2025-06-14 08:00:00",120.36
"M00012","2025-06-14 09:00:00",100.96
"M00012","2025-06-14 10:00:00",147.68
"M00012","2025-06-14 11:00:00",78.51
"M00012","2025-06-14 12:00:00",162.51
"M00012","2025-06-14 13:00:00",182.01
"M00012","2025-06-14 14:00:00",58.03
"M00012","2025-06-14 15:00:00",131.04
"M00012","2025-06-14 16:00:00",99.65
"M00012","2025-06-14 17:00:00",89.07
"M00012","2025-06-14 18:00:00",61.45
"M00012","2025-06-14 19:00:00",33.98
"M00012","2025-06-14 20:00:00",48.79
"M00012","2025-06-14 21:00:00",26
"M00012","2025-06-14 22:00:00",18.58
"M00012","2025-06-14 23:00:00",5.89
"M00012","2025-06-15 00:00:00",19.9
"M00012","2025-06-15 01:00:00",30.04
"M00012","2025-06-15 02:00:00",0
"M00012","2025-06-15 03:00:00",55.11
"M00012","2025-06-15 04:00:00",9.71
"M00012","2025-06-15 05:00:00",41.79
"M00012","2025-06-15 06:00:00",36.24
"M00012","2025-06-15 07:00:00",123.48
"M00012","2025-06-15 08:00:00",89.27
"M00012","2025-06-15 09:00:00",285.61
"M00012","2025-06-15 10:00:00",125.99
"M00012","2025-06-15 11:00:00",130.59
"M00012","2025-06-15 12:00:00",250.92
"M00012","2025-06-15 13:00:00",127.05
"M00012","2025-06-15 14:00:00",224.1
"M00012","2025-06-15 15:00:00",92.56
"M00012","2025-06-15 16:00:00",73.45
"M00012","2025-06-15 17:00:00",132.11
"M00012","2025-06-15 18:00:00",58.73
"M00012","2025-06-15 19:00:00",85.98
"M00012","2025-06-15 20:00:00",37.3
"M00012","2025-06-15 21:00:00",36.96
"M00012","2025-06-15 22:00:00",25.49
"M00012","2025-06-15 23:00:00",33.25
"M00012","2025-06-16 00:00:00",27.45
"M00012","2025-06-16 01:00:00",6.43
"M00012","2025-06-16 02:00:00",52.23
"M00012","2025-06-16 03:00:00",29.32
"M00012","2025-06-16 04:00:00",40.04
"M00012","2025-06-16 05:00:00",32.22
"M00012","2025-06-16 06:00:00",48.37
"M00012","2025-06-16 07:00:00",111.25
"M00012","2025-06-16 08:00:00",138.49
"M00012","2025-06-16 09:00:00",78.84
"M00012","2025-06-16 10:00:00",173.43
"M00012","2025-06-16 11:00:00",112.78
"M00012","2025-06-16 12:00:00",162.33
"M00012","2025-06-16 13:00:00",153.63
"M00012","2025-06-16 14:00:00",228.4
"M00012","2025-06-16 15:00:00",234.39
"M00012","2025-06-16 16:00:00",88.65
"M00012","2025-06-16 17:00:00",85.23
"M00012","2025-06-16 18:00:00",64.47
"M00012","2025-06-16 19:00:00",44.01
"M00012","2025-06-16 20:00:00",39.18
"M00012","2025-06-16 21:00:00",24.8
"M00012","2025-06-16 22:00:00",0
"M00012","2025-06-16 23:00:00",8.41
"M00012","2025-06-17 00:00:00",25.99
"M00012","2025-06-17 01:00:00",18.26
"M00012","2025-06-17 02:00:00",0
"M00012","2025-06-17 03:00:00",25.54
"M00012","2025-06-17 04:00:00",42.6
"M00012","2025-06-17 05:00:00",66.1
"M00012","2025-06-17 06:00:00",57.72
"M00012","2025-06-17 07:00:00",88.41
"M00012","2025-06-17 08:00:00",53.91
"M00012","2025-06-17 09:00:00",112.4
"M00012","2025-06-17 10:00:00",170.82
"M00012","2025-06-17 11:00:00",90.23
"M00012","2025-06-17 12:00:00",118.65
"M00012","2025-06-17 13:00:00",132.4
"M00012","2025-06-17 14:00:00",103.82
"M00012","2025-06-17 15:00:00",109.46
"M00012","2025-06-17 16:00:00",35.33
"M00012","2025-06-17 17:00:00",78.85
"M00012","2025-06-17 18:00:00",53.7
"M00012","2025-06-17 19:00:00",38.97
"M00012","2025-06-17 20:00:00",13.43
"M00012","2025-06-17 21:00:00",23.06
"M00012","2025-06-17 22:00:00",5.85
"M00012","2025-06-17 23:00:00",24.1
"M00012","2025-06-18 00:00:00",17.75
"M00012","2025-06-18 01:00:00",13.18
"M00012","2025-06-18 02:00:00",7.41
"M00012","2025-06-18 03:00:00",15.95
"M00012","2025-06-18 04:00:00",6.27
"M00012","2025-06-18 05:00:00",73.45
"M00012","2025-06-18 06:00:00",46.19
"M00012","2025-06-18 07:00:00",67.51
"M00012","2025-06-18 08:00:00",95.89
"M00012","2025-06-18 09:00:00",84.13
"M00012","2025-06-18 10:00:00",64.55
"M00012","2025-06-18 11:00:00",91.35
"M00012","2025-06-18 12:00:00",183.68
"M00012","2025-06-18 13:00:00",149.64
"M00012","2025-06-18 14:00:00",55.17
"M00012","2025-06-18 15:00:00",185.9
"M00012","2025-06-18 16:00:00",76.21
"M00012","2025-06-18 17:00:00",93.38
"M00012","2025-06-18 18:00:00",26.67
"M00012","2025-06-18 19:00:00",37.34
"M00012","2025-06-18 20:00:00",41.49
"M00012","2025-06-18 21:00:00",23.17
"M00012","2025-06-18 22:00:00",10.8
"M00012","2025-06-18 23:00:00",23.92
"M00012","2025-06-19 00:00:00",0
"M00012","2025-06-19 01:00:00",25.61
"M00012","2025-06-19 02:00:00",0
"M00012","2025-06-19 03:00:00",20.48
"M00012","2025-06-19 04:00:00",29.57
"M00012","2025-06-19 05:00:00",29.85
"M00012","2025-06-19 06:00:00",52.85
"M00012","2025-06-19 07:00:00",76.62
"M00012","2025-06-19 08:00:00",157.22
"M00012","2025-06-19 09:00:00",147.5
"M00012","2025-06-19 10:00:00",113.86
"M00012","2025-06-19 11:00:00",130.63
"M00012","2025-06-19 12:00:00",241.88
"M00012","2025-06-19 13:00:00",94.36
"M00012","2025-06-19 14:00:00",129.12
"M00012","2025-06-19 15:00:00",233.82
"M00012","2025-06-19 16:00:00",57.75
"M00012","2025-06-19 17:00:00",49.79
"M00012","2025-06-19 18:00:00",28.28
"M00012","2025-06-19 19:00:00",15.21
"M00012","2025-06-19 20:00:00",61.75
"M00012","2025-06-19 21:00:00",16.08
"M00012","2025-06-19 22:00:00",8.36
"M00012","2025-06-19 23:00:00",0
"M00012","2025-06-20 00:00:00",0
"M00012","2025-06-20 01:00:00",23.81
"M00012","2025-06-20 02:00:00",7.98
"M00012","2025-06-20 03:00:00",0
"M00012","2025-06-20 04:00:00",17.76
"M00012","2025-06-20 05:00:00",58.46
"M00012","2025-06-20 06:00:00",88.08
"M00012","2025-06-20 07:00:00",48.38
"M00012","2025-06-20 08:00:00",167.15
"M00012","2025-06-20 09:00:00",209.07
"M00012","2025-06-20 10:00:00",100.09
"M00012","2025-06-20 11:00:00",99.78
"M00012","2025-06-20 12:00:00",59.55
"M00012","2025-06-20 13:00:00",130.76
"M00012","2025-06-20 14:00:00",134.95
"M00012","2025-06-20 15:00:00",43.62
"M00012","2025-06-20 16:00:00",109.48
"M00012","2025-06-20 17:00:00",111.28
"M00012","2025-06-20 18:00:00",75.88
"M00012","2025-06-20 19:00:00",24.29
"M00012","2025-06-20 20:00:00",52.74
"M00012","2025-06-20 21:00:00",29.29
"M00012","2025-06-20 22:00:00",21.5
"M00012","2025-06-20 23:00:00",19.88
"M00012","2025-06-21 00:00:00",9.82
"M00012","2025-06-21 01:00:00",41.66
"M00012","2025-06-21 02:00:00",18.81
"M00012","2025-06-21 03:00:00",0
"M00012","2025-06-21 04:00:00",26.74
"M00012","2025-06-21 05:00:00",66.21
"M00012","2025-06-21 06:00:00",19.74
"M00012","2025-06-21 07:00:00",153.09
"M00012","2025-06-21 08:00:00",107.47
"M00012","2025-06-21 09:00:00",130.6
"M00012","2025-06-21 10:00:00",304.62
"M00012","2025-06-21 11:00:00",77.8
"M00012","2025-06-21 12:00:00",120.87
"M00012","2025-06-21 13:00:00",106.73
"M00012","2025-06-21 14:00:00",62.5
"M00012","2025-06-21 15:00:00",81.47
"M00012","2025-06-21 16:00:00",83.5
"M00012","2025-06-21 17:00:00",57.69
"M00012","2025-06-21 18:00:00",80.74
"M00012","2025-06-21 19:00:00",35.86
